"distance","placeName","distanceNumber","hotelId","hotelLocation"
"2.9km","Singapore Changi Airport Region",2910,1438301,"Singapore Changi Airport Region"
"96m","Zone X of Changi Airport",96,1438301,"Singapore Changi Airport Region"
"102m","Butterfly Garden",102,1438301,"Singapore Changi Airport Region"
"242m","Spa Express",242,1438301,"Singapore Changi Airport Region"
"310m","Be Relax",310,1438301,"Singapore Changi Airport Region"
"368m","Enchanted Garden",368,1438301,"Singapore Changi Airport Region"
"412m","Orchid Garden & Koi Pond",412,1438301,"Singapore Changi Airport Region"
"434m","Pokemon Center Singapore",434,1438301,"Singapore Changi Airport Region"
"442m","Canopy Playground of Changi Airport",442,1438301,"Singapore Changi Airport Region"
"442m","Canopy Park - Jewel Changi",442,1438301,"Singapore Changi Airport Region"
"443m","HSBC Rain Vortex",443,1438301,"Singapore Changi Airport Region"
"180m","Singapore Changi Airport",180,33756399,"Singapore Changi Airport Region"
"34.3km","Woodlands Train Checkpoint",34280,33756399,"Singapore Changi Airport Region"
"2.9km","Changi Airport",2940,33756399,"Singapore Changi Airport Region"
"320m","Singapore Changi Airport Region",320,33756399,"Singapore Changi Airport Region"
"119m","Fish Spa & Reflexology",119,33756399,"Singapore Changi Airport Region"
"141m","Mirror Maze",141,33756399,"Singapore Changi Airport Region"
"143m","Hedge Maze",143,33756399,"Singapore Changi Airport Region"
"160m","Manulife Sky Nets-Walking",160,33756399,"Singapore Changi Airport Region"
"163m","Manulife Sky Nets-Bouncing",163,33756399,"Singapore Changi Airport Region"
"171m","Changi Experience Studio",171,33756399,"Singapore Changi Airport Region"
"171m","Shiseido Forest Valley",171,33756399,"Singapore Changi Airport Region"
"172m","Jewel Changi Airport",172,33756399,"Singapore Changi Airport Region"
"183m","Kinetic Rain",183,33756399,"Singapore Changi Airport Region"
"195m","HSBC Rain Vortex",195,33756399,"Singapore Changi Airport Region"
"9.9km","Singapore Changi Airport",9870,5296804,"Singapore Changi Airport Region"
"28.6km","Woodlands Train Checkpoint",28560,5296804,"Singapore Changi Airport Region"
"1.5km","Pasir Ris",1540,5296804,"Singapore Changi Airport Region"
"9.8km","Singapore Changi Airport Region",9820,5296804,"Singapore Changi Airport Region"
"152m","Downtown East",152,5296804,"Singapore Changi Airport Region"
"374m","Wild Wild Wet",374,5296804,"Singapore Changi Airport Region"
"501m","Mega Carnival",501,5296804,"Singapore Changi Airport Region"
"515m","Tayo Station",515,5296804,"Singapore Changi Airport Region"
"910m","Pasir Ris Town Park",910,5296804,"Singapore Changi Airport Region"
"1.2km","Pasir Ris Fishing Pond",1163,5296804,"Singapore Changi Airport Region"
"1.8km","Loyang Tua Kong",1813,5296804,"Singapore Changi Airport Region"
"2km","Tampines Ecogreen",2006,5296804,"Singapore Changi Airport Region"
"2.5km","Changi Boardwalk",2502,5296804,"Singapore Changi Airport Region"
"2.8km","Changi Chapel and Museum",2790,5296804,"Singapore Changi Airport Region"
"10.8km","Singapore Changi Airport",10810,1359628,"Singapore Changi Airport Region"
"32.1km","Woodlands Train Checkpoint",32110,1359628,"Singapore Changi Airport Region"
"10.8km","Singapore Changi Airport Region",10760,1359628,"Singapore Changi Airport Region"
"260m","Changi Swimming Pool",260,1359628,"Singapore Changi Airport Region"
"360m","Changi Boardwalk",360,1359628,"Singapore Changi Airport Region"
"823m","Changi Golf Club",823,1359628,"Singapore Changi Airport Region"
"940m","Deep Sea Fishing",940,1359628,"Singapore Changi Airport Region"
"970m","Changi Village",970,1359628,"Singapore Changi Airport Region"
"1km","Changi Sri Ramar Temple",1001,1359628,"Singapore Changi Airport Region"
"1km","Stall #01-52",1004,1359628,"Singapore Changi Airport Region"
"1.1km","Changi Point Boardwalk",1085,1359628,"Singapore Changi Airport Region"
"1.4km","Changi Murals",1374,1359628,"Singapore Changi Airport Region"
"1.6km","Changi Beach Park",1585,1359628,"Singapore Changi Airport Region"
"13.2km","Singapore Changi Airport",13170,996289,"East Coast"
"27.8km","Woodlands Train Checkpoint",27750,996289,"East Coast"
"2.2km","Dakota",2210,996289,"East Coast"
"2.5km","Eunos",2460,996289,"East Coast"
"330m","East Coast",330,996289,"East Coast"
"21m","Katong Antique House",21,996289,"East Coast"
"52m","Church of the Holy Family",52,996289,"East Coast"
"53m","Katong District",53,996289,"East Coast"
"132m","Savoury Fare",132,996289,"East Coast"
"177m","KJC Art Circuit",177,996289,"East Coast"
"179m","Biking Singapore",179,996289,"East Coast"
"218m","Feet Haven Reflexology",218,996289,"East Coast"
"223m","Ashi Foot Reflexology",223,996289,"East Coast"
"310m","Joo Chiat Community Centre",310,996289,"East Coast"
"504m","Hot Spa",504,996289,"East Coast"
"15km","Singapore Changi Airport",14970,5732631,"East Coast"
"29.4km","Woodlands Train Checkpoint",29370,5732631,"East Coast"
"2.7km","Dakota",2730,5732631,"East Coast"
"3.5km","Eunos",3540,5732631,"East Coast"
"10m","East Coast",10,5732631,"East Coast"
"58m","KJC Art Circuit",58,5732631,"East Coast"
"81m","Ashi Foot Reflexology",81,5732631,"East Coast"
"81m","Feet Haven Reflexology",81,5732631,"East Coast"
"89m","Biking Singapore",89,5732631,"East Coast"
"123m","Savoury Fare",123,5732631,"East Coast"
"141m","Joo Chiat Community Centre",141,5732631,"East Coast"
"181m","Church of the Holy Family",181,5732631,"East Coast"
"253m","Katong Antique House",253,5732631,"East Coast"
"278m","Hot Spa",278,5732631,"East Coast"
"283m","Katong District",283,5732631,"East Coast"
"13.7km","Singapore Changi Airport",13670,996328,"East Coast"
"27.5km","Woodlands Train Checkpoint",27510,996328,"East Coast"
"1.6km","Eunos",1560,996328,"East Coast"
"1.6km","Dakota",1620,996328,"East Coast"
"700m","East Coast",700,996328,"East Coast"
"48m","Koon Seng Road",48,996328,"East Coast"
"167m","Peranakan Houses",167,996328,"East Coast"
"386m","Guanyin Temple, Joo Chiat",386,996328,"East Coast"
"411m","Boo-Ti Parlour",411,996328,"East Coast"
"459m","Samsara Wellness",459,996328,"East Coast"
"461m","Singapore Joo Chiat Food Walk",461,996328,"East Coast"
"463m","Savoury Fare",463,996328,"East Coast"
"472m","Biking Singapore",472,996328,"East Coast"
"474m","Joo Chiat Community Centre",474,996328,"East Coast"
"476m","Eurasian Heritage Gallery",476,996328,"East Coast"
"13.1km","Singapore Changi Airport",13130,1720148,"East Coast"
"30.6km","Woodlands Train Checkpoint",30630,1720148,"East Coast"
"2.6km","Dakota",2620,1720148,"East Coast"
"3.1km","Eunos",3110,1720148,"East Coast"
"420m","East Coast",420,1720148,"East Coast"
"147m","Shenton Way Mee GorengMuslim Food",147,1720148,"East Coast"
"148m","Zhao De 01172",148,1720148,"East Coast"
"150m","Hot Spa",150,1720148,"East Coast"
"220m","V Spa",220,1720148,"East Coast"
"264m","KJC Art Circuit",264,1720148,"East Coast"
"287m","Ashi Foot Reflexology",287,1720148,"East Coast"
"289m","Feet Haven Reflexology",289,1720148,"East Coast"
"301m","Biking Singapore",301,1720148,"East Coast"
"306m","Joo Chiat Community Centre",306,1720148,"East Coast"
"329m","Savoury Fare",329,1720148,"East Coast"
"14.3km","Singapore Changi Airport",14260,687489,"East Coast"
"25.9km","Woodlands Train Checkpoint",25930,687489,"East Coast"
"1.4km","Paya Lebar",1400,687489,"East Coast"
"1.6km","Eunos",1580,687489,"East Coast"
"990m","East Coast",990,687489,"East Coast"
"96m","Guanyin Temple, Joo Chiat",96,687489,"East Coast"
"178m","Boo-Ti Parlour",178,687489,"East Coast"
"186m","Samsara Wellness",186,687489,"East Coast"
"204m","Singapore Joo Chiat Food Walk",204,687489,"East Coast"
"239m","Peranakan Houses",239,687489,"East Coast"
"256m","Koon Seng Road",256,687489,"East Coast"
"305m","The Intan",305,687489,"East Coast"
"363m","Eurasian Heritage Gallery",363,687489,"East Coast"
"390m","Peranakan Trail",390,687489,"East Coast"
"510m","Changi Life Style Pte Ltd",510,687489,"East Coast"
"20.5km","Singapore Changi Airport",20460,1882960,"Bugis"
"21.6km","Woodlands Train Checkpoint",21620,1882960,"Bugis"
"10m","Bencoolen MRT",10,1882960,"Bugis"
"270m","Bras Basah",270,1882960,"Bugis"
"750m","Bugis",750,1882960,"Bugis"
"53m","The Theatre Practice",53,1882960,"Bugis"
"93m","The Private Museum",93,1882960,"Bugis"
"97m","Masjid Bencoolen",97,1882960,"Bugis"
"102m","Church of Saints Peter & Paul",102,1882960,"Bugis"
"110m","Maghain Aboth",110,1882960,"Bugis"
"163m","SIA Hop-on",163,1882960,"Bugis"
"186m","Healthfit Massage Therapy",186,1882960,"Bugis"
"202m","Singapore Art Museum",202,1882960,"Bugis"
"214m","St Joseph's Church (Victoria Street)",214,1882960,"Bugis"
"252m","National Design Centre",252,1882960,"Bugis"
"19.6km","Singapore Changi Airport",19570,928266,"Bugis"
"26.8km","Woodlands Train Checkpoint",26780,928266,"Bugis"
"330m","Bencoolen MRT",330,928266,"Bugis"
"510m","Rochor",510,928266,"Bugis"
"490m","Bugis",490,928266,"Bugis"
"42m","Guanyin Hall in Sima Road",42,928266,"Bugis"
"48m","Kuan Im Thong Hood Cho Temple",48,928266,"Bugis"
"74m","Sri Krishnan Temple",74,928266,"Bugis"
"102m","Albert Mall",102,928266,"Bugis"
"113m","Healthfit Massage Therapy",113,928266,"Bugis"
"155m","Kelyn Esther",155,928266,"Bugis"
"212m","Prinsep Street Presbyterian Church",212,928266,"Bugis"
"217m","SIA Hop-on",217,928266,"Bugis"
"226m","Manekineko Bugis+",226,928266,"Bugis"
"232m","Rochor Canal",232,928266,"Bugis"
"7.3km","Singapore Changi Airport",7280,687683,"Singapore Changi Airport Region"
"31.6km","Woodlands Train Checkpoint",31640,687683,"Singapore Changi Airport Region"
"650m","Expo",650,687683,"Singapore Changi Airport Region"
"1.5km","Upper Changi MRT",1500,687683,"Singapore Changi Airport Region"
"7.2km","Singapore Changi Airport Region",7230,687683,"Singapore Changi Airport Region"
"72m","Changi business park",72,687683,"Singapore Changi Airport Region"
"221m","Caribbean Spa",221,687683,"Singapore Changi Airport Region"
"673m","Singapore Convention and Exhibition Centre",673,687683,"Singapore Changi Airport Region"
"902m","Tanah Merah Country Club Tampines Course",902,687683,"Singapore Changi Airport Region"
"1.2km","Laguna National Golf & Country Club",1174,687683,"Singapore Changi Airport Region"
"1.3km","The NEWater Visitor Centre",1295,687683,"Singapore Changi Airport Region"
"1.9km","Man Fatt Lam Temple",1894,687683,"Singapore Changi Airport Region"
"2.1km","Massage Master",2056,687683,"Singapore Changi Airport Region"
"2.1km","Steel in Bloom",2072,687683,"Singapore Changi Airport Region"
"2.2km","Tampines Changkat Butterfly Garden",2162,687683,"Singapore Changi Airport Region"
"13.3km","Singapore Changi Airport",13310,7032771,"East Coast"
"27km","Woodlands Train Checkpoint",27050,7032771,"East Coast"
"360m","Kembangan",360,7032771,"East Coast"
"1.4km","Eunos",1430,7032771,"East Coast"
"2.6km","East Coast",2550,7032771,"East Coast"
"195m","Kembangan",195,7032771,"East Coast"
"514m","One Kind House",514,7032771,"East Coast"
"561m","Imagenius",561,7032771,"East Coast"
"984m","Stall #01-28",984,7032771,"East Coast"
"985m","Gorilla Climbing Gym",985,7032771,"East Coast"
"1.3km","Pause Massage + Spa",1259,7032771,"East Coast"
"1.3km","Xtreme Skate Park",1299,7032771,"East Coast"
"1.3km","Changi Life Style Pte Ltd",1310,7032771,"East Coast"
"1.3km","Spa Lifestyle Beauty & Care",1320,7032771,"East Coast"
"1.3km","Boo-Ti Parlour",1321,7032771,"East Coast"
"14.6km","Singapore Changi Airport",14590,687513,"East Coast"
"27.5km","Woodlands Train Checkpoint",27550,687513,"East Coast"
"840m","Paya Lebar",840,687513,"East Coast"
"930m","Eunos",930,687513,"East Coast"
"1.6km","East Coast",1550,687513,"East Coast"
"104m","Geylang Serai",104,687513,"East Coast"
"233m","Peranakan Trail",233,687513,"East Coast"
"243m","Kampong Ubi Community Centre",243,687513,"East Coast"
"277m","The Intan",277,687513,"East Coast"
"282m","Changi Life Style Pte Ltd",282,687513,"East Coast"
"343m","Singapore Pools",343,687513,"East Coast"
"440m","Samsara Wellness",440,687513,"East Coast"
"462m","Singapore Joo Chiat Food Walk",462,687513,"East Coast"
"480m","Guanyin Temple, Joo Chiat",480,687513,"East Coast"
"492m","Boo-Ti Parlour",492,687513,"East Coast"
"16km","Singapore Changi Airport",16000,687499,"East Coast"
"25.2km","Woodlands Train Checkpoint",25230,687499,"East Coast"
"800m","Paya Lebar",800,687499,"East Coast"
"1.1km","Eunos",1070,687499,"East Coast"
"1.6km","East Coast",1650,687499,"East Coast"
"76m","Geylang Serai",76,687499,"East Coast"
"231m","Peranakan Trail",231,687499,"East Coast"
"288m","Singapore Pools",288,687499,"East Coast"
"289m","Kampong Ubi Community Centre",289,687499,"East Coast"
"315m","The Intan",315,687499,"East Coast"
"337m","Changi Life Style Pte Ltd",337,687499,"East Coast"
"451m","Samsara Wellness",451,687499,"East Coast"
"465m","Tanjong Katong Complex",465,687499,"East Coast"
"469m","Singapore Joo Chiat Food Walk",469,687499,"East Coast"
"501m","Guanyin Temple, Joo Chiat",501,687499,"East Coast"
"20.3km","Singapore Changi Airport",20270,2377341,"Geylang"
"24.4km","Woodlands Train Checkpoint",24390,2377341,"Geylang"
"730m","MacPherson",730,2377341,"Geylang"
"810m","Paya Lebar",810,2377341,"Geylang"
"1.4km","Geylang",1420,2377341,"Geylang"
"661m","Sri Shivan Temple",661,2377341,"Geylang"
"667m","Kang Jia Massage Singapore",667,2377341,"Geylang"
"686m","Shanghai Noodle. Lor Mee",686,2377341,"Geylang"
"711m","Foo Hai Ch'an Monastery",711,2377341,"Geylang"
"747m","Tanjong Katong Complex",747,2377341,"Geylang"
"771m","Dragonwick Gallery",771,2377341,"Geylang"
"820m","City Plaza",820,2377341,"Geylang"
"847m","Singapore Pools",847,2377341,"Geylang"
"889m","Geylang Serai",889,2377341,"Geylang"
"1km","Kampong Ubi Community Centre",1006,2377341,"Geylang"
"21.4km","Singapore Changi Airport",21410,995050,"NA"
"29.2km","Woodlands Train Checkpoint",29180,995050,"NA"
"230m","Chinatown",230,995050,"NA"
"470m","Clarke Quay",470,995050,"NA"
"61m","Thong Chai Medical Institution",61,995050,"NA"
"99m","Hong Lim Park",99,995050,"NA"
"120m","St. Gregory Spa",120,995050,"NA"
"187m","SL II Muffin",187,995050,"NA"
"189m","Masjid Omar Kampong Melaka",189,995050,"NA"
"190m","Tai Cha Mixed Veg Rice & Porridge",190,995050,"NA"
"203m","Tamoya",203,995050,"NA"
"224m","Aegean Spa",224,995050,"NA"
"253m","People of the River",253,995050,"NA"
"254m","Singapore River Festival",254,995050,"NA"
"26.4km","Singapore Changi Airport",26430,687761,"Singapore River"
"21.4km","Woodlands Train Checkpoint",21430,687761,"Singapore River"
"850m","Tiong Bahru",850,687761,"Singapore River"
"1.2km","Outram Park",1150,687761,"Singapore River"
"1.1km","Singapore River",1120,687761,"Singapore River"
"161m","Waka Waka",161,687761,"Singapore River"
"308m","Tiong Bahru Estate",308,687761,"Singapore River"
"336m","Seng Poh Garden & Dancing Girl Sculpture",336,687761,"Singapore River"
"441m","Nimble/Knead",441,687761,"Singapore River"
"484m","Pasar and the Fortune Teller",484,687761,"Singapore River"
"514m","Pearl's Hill City Park",514,687761,"Singapore River"
"524m","Eu Chin Street",524,687761,"Singapore River"
"615m","Tiong Bahru Air Raid Shelter",615,687761,"Singapore River"
"638m","Alkaff Bridge",638,687761,"Singapore River"
"639m","Theatreworks",639,687761,"Singapore River"
"26.1km","Singapore Changi Airport",26060,995077,"Singapore River"
"21.5km","Woodlands Train Checkpoint",21470,995077,"Singapore River"
"870m","Outram Park",870,995077,"Singapore River"
"870m","Tiong Bahru",870,995077,"Singapore River"
"1.3km","Singapore River",1330,995077,"Singapore River"
"236m","Tiong Bahru Estate",236,995077,"Singapore River"
"271m","Waka Waka",271,995077,"Singapore River"
"302m","Seng Poh Garden & Dancing Girl Sculpture",302,995077,"Singapore River"
"386m","Nimble/Knead",386,995077,"Singapore River"
"423m","Pasar and the Fortune Teller",423,995077,"Singapore River"
"473m","Eu Chin Street",473,995077,"Singapore River"
"479m","Pearl's Hill City Park",479,995077,"Singapore River"
"567m","Tiong Bahru Air Raid Shelter",567,995077,"Singapore River"
"575m","College of Medicine Building",575,995077,"Singapore River"
"668m","Keong Saik Road",668,995077,"Singapore River"
"23.9km","Singapore Changi Airport",23920,996044,"Chinatown"
"29.5km","Woodlands Train Checkpoint",29450,996044,"Chinatown"
"140m","Chinatown",140,996044,"Chinatown"
"590m","Telok Ayer",590,996044,"Chinatown"
"1km","Chinatown",1040,996044,"Chinatown"
"65m","Tai Cha Mixed Veg Rice & Porridge",65,996044,"Chinatown"
"69m","SL II Muffin",69,996044,"Chinatown"
"92m","Tamoya",92,996044,"Chinatown"
"103m","NIWADO (TCM) WELLNESS",103,996044,"Chinatown"
"110m","Orient Health Management",110,996044,"Chinatown"
"131m","St. Gregory Spa",131,996044,"Chinatown"
"155m","Heading Home (Rickshaw)",155,996044,"Chinatown"
"168m","Heritage Marker SB31 - Squatters & Squalor",168,996044,"Chinatown"
"173m","The Oriental Spa Chamber",173,996044,"Chinatown"
"174m","Jamae Mosque",174,996044,"Chinatown"
"31.5km","Singapore Changi Airport",31500,687668,"Queenstown"
"18.9km","Woodlands Train Checkpoint",18850,687668,"Queenstown"
"300m","Buona Vista",300,687668,"Queenstown"
"800m","one-north",800,687668,"Queenstown"
"820m","Queenstown",820,687668,"Queenstown"
"213m","The Star Performing Arts Centre",213,687668,"Queenstown"
"214m","Rochester Park",214,687668,"Queenstown"
"436m","Rail Corridor Art Space",436,687668,"Queenstown"
"484m","The Green Corridor",484,687668,"Queenstown"
"620m","Cecilia Westberry Beauty Spa",620,687668,"Queenstown"
"678m","Fusionopolis",678,687668,"Queenstown"
"812m","My Happy Feet",812,687668,"Queenstown"
"856m","D'leedon",856,687668,"Queenstown"
"877m","Holland Village",877,687668,"Queenstown"
"913m","MOE Heritage Centre",913,687668,"Queenstown"
"23.9km","Singapore Changi Airport",23920,1406594,"Orchard Road"
"17.7km","Woodlands Train Checkpoint",17740,1406594,"Orchard Road"
"1.1km","Stevens",1100,1406594,"Orchard Road"
"1.7km","Orchard",1680,1406594,"Orchard Road"
"1.6km","Orchard Road",1620,1406594,"Orchard Road"
"215m","CHI, The Spa at Shangri-La",215,1406594,"Orchard Road"
"649m","Spaboutique",649,1406594,"Orchard Road"
"692m","Swuk Aesthetics & Spa",692,1406594,"Orchard Road"
"781m","The American Club Singapore",781,1406594,"Orchard Road"
"798m","Imbiah Battery",798,1406594,"Orchard Road"
"873m","Padma Spa",873,1406594,"Orchard Road"
"873m","YANG Gallery",873,1406594,"Orchard Road"
"889m","Remede Spa",889,1406594,"Orchard Road"
"908m","SK-II Boutique Spa",908,1406594,"Orchard Road"
"909m","Supreme Q.X. Beauty Spa",909,1406594,"Orchard Road"
"25.3km","Singapore Changi Airport",25270,996324,"Orchard Road"
"19.1km","Woodlands Train Checkpoint",19080,996324,"Orchard Road"
"1.2km","Orchard",1170,996324,"Orchard Road"
"2.6km","Redhill",2640,996324,"Orchard Road"
"1.4km","Orchard Road",1420,996324,"Orchard Road"
"62m","Boons Pottery & Art Gallery",62,996324,"Orchard Road"
"62m","Bruno Gallery",62,996324,"Orchard Road"
"84m","Trimmings Salon & Spa - AVEDA",84,996324,"Orchard Road"
"109m","Remede Spa",109,996324,"Orchard Road"
"337m","Spaboutique",337,996324,"Orchard Road"
"369m","Four Seasons Spa",369,996324,"Orchard Road"
"467m","YANG Gallery",467,996324,"Orchard Road"
"479m","Swuk Aesthetics & Spa",479,996324,"Orchard Road"
"542m","Wellaholic (Clarke Quay Outlet)",542,996324,"Orchard Road"
"579m","Pulse TCM Clinic & Foot Reflexology",579,996324,"Orchard Road"
"27km","Singapore Changi Airport",26980,25467000,"Sentosa Island"
"30.2km","Woodlands Train Checkpoint",30220,25467000,"Sentosa Island"
"110m","Imbiah",110,25467000,"Sentosa Island"
"1.3km","Waterfront",1330,25467000,"Sentosa Island"
"1.6km","Sentosa Island",1620,25467000,"Sentosa Island"
"60m","Universal Studio Singapore",60,25467000,"Sentosa Island"
"105m","Resorts World Sentosa",105,25467000,"Sentosa Island"
"191m","Victor Tan Wire Sculpture",191,25467000,"Sentosa Island"
"192m","WaterWorld",192,25467000,"Sentosa Island"
"221m","Madagascar: A Crate Adventure",221,25467000,"Sentosa Island"
"222m","Mega Bounce & Crazy Bounce",222,25467000,"Sentosa Island"
"229m","Universal Studios Singapore",229,25467000,"Sentosa Island"
"232m","Festive Walk",232,25467000,"Sentosa Island"
"254m","Lake of Dreams",254,25467000,"Sentosa Island"
"270m","Spa Luna",270,25467000,"Sentosa Island"
"23.2km","Singapore Changi Airport",23170,995019,"Chinatown"
"29.7km","Woodlands Train Checkpoint",29710,995019,"Chinatown"
"100m","Outram Park",100,995019,"Chinatown"
"740m","Chinatown",740,995019,"Chinatown"
"1.1km","Chinatown",1060,995019,"Chinatown"
"77m","Kong Chow Cultural Centre",77,995019,"Chinatown"
"82m","Zhun Ti Gong",82,995019,"Chinatown"
"99m","Jean Yip Loft",99,995019,"Chinatown"
"135m","Sri Layan Sithi Vinayagar Temple",135,995019,"Chinatown"
"162m","Grassroots Book Room",162,995019,"Chinatown"
"163m","Oriental Elixir",163,995019,"Chinatown"
"175m","Siong Leng Musical Association",175,995019,"Chinatown"
"177m","Porcelain Face Spa",177,995019,"Chinatown"
"192m","Spalogy",192,995019,"Chinatown"
"196m","Neil Road",196,995019,"Chinatown"
"17.7km","Singapore Changi Airport",17710,28870957,"Geylang"
"23.4km","Woodlands Train Checkpoint",23400,28870957,"Geylang"
"920m","Kallang",920,28870957,"Geylang"
"1.1km","Aljunied",1140,28870957,"Geylang"
"1.4km","Geylang",1450,28870957,"Geylang"
"241m","Masjid Haji Mohd Salleh",241,28870957,"Geylang"
"256m","Kang Ha Pheng Sim Kok",256,28870957,"Geylang"
"376m","Fun Empire",376,28870957,"Geylang"
"381m","Gymkraft",381,28870957,"Geylang"
"409m","g.spa Fitness and Recreation Hub",409,28870957,"Geylang"
"554m","Encounter - Real life Suspense Game",554,28870957,"Geylang"
"684m","Aljunied",684,28870957,"Geylang"
"802m","Sri Krishna Mandir",802,28870957,"Geylang"
"840m","Khadijah Mosque",840,28870957,"Geylang"
"855m","Tick Tack Toe Foot Spa",855,28870957,"Geylang"
"17.6km","Singapore Changi Airport",17610,7042701,"Geylang"
